1000
1	468 139 
1	469 108 
1	470 87 
4	471 67 545 670 757 
2	472 51 601 
1	473 38 
1	474 21 
2	475 8 870 
1	476 6 
1	477 0 
1	478 0 
1	479 434 
1	480 389 
1	481 347 
1	482 307 
1	483 267 
1	484 235 
2	485 201 940 
1	486 170 
2	487 146 809 
1	488 115 
1	489 94 
1	490 76 
1	491 58 
1	492 46 
2	493 31 633 
1	494 16 
2	495 8 710 
4	496 3 571 756 869 
1	497 0 
1	498 0 
1	499 451 
1	500 409 
1	501 366 
3	502 327 669 939 
1	503 291 
2	504 258 520 
1	505 227 
1	506 195 
1	507 166 
3	508 146 600 808 
1	509 115 
1	510 95 
1	511 79 
2	512 61 544 
1	513 48 
1	514 37 
1	515 21 
1	516 10 
2	517 6 868 
1	518 2 
1	519 0 
1	520 504 
2	521 460 938 
3	522 420 709 755 
1	523 380 
1	524 344 
2	525 308 632 
1	526 274 
1	527 246 
1	528 214 
1	529 187 
1	530 161 
1	531 141 
3	532 114 668 807 
1	533 94 
2	534 79 570 
1	535 62 
1	536 50 
2	537 39 867 
2	538 25 937 
1	539 13 
1	540 8 
1	541 3 
1	542 0 
1	543 0 
2	544 512 599 
1	545 471 
1	546 433 
2	547 396 754 
1	548 361 
1	549 326 
2	550 294 708 
1	551 265 
1	552 236 
1	553 207 
1	554 182 
2	555 158 806 
1	556 141 
1	557 114 
2	558 97 936 
3	559 82 631 866 
1	560 67 
1	561 53 
1	562 44 
2	563 31 667 
1	564 18 
1	565 10 
1	566 6 
1	567 2 
1	568 0 
1	569 0 
1	570 534 
1	571 496 
1	572 458 
1	573 423 
2	574 389 753 
1	575 357 
1	576 324 
1	577 294 
2	578 266 935 
1	579 241 
4	580 214 707 805 865 
1	581 190 
2	582 166 598 
1	583 150 
1	584 126 
1	585 107 
1	586 92 
1	587 78 
1	588 63 
1	589 52 
1	590 43 
1	591 31 
1	592 19 
1	593 10 
2	594 6 630 
2	595 3 666 
2	596 0 934 
1	597 0 
1	598 582 
1	599 544 
2	600 508 752 
1	601 472 
2	602 439 864 
2	603 408 804 
1	604 375 
1	605 347 
1	606 316 
1	607 290 
1	608 265 
2	609 241 706 
1	610 214 
1	611 193 
1	612 171 
1	613 156 
1	614 136 
1	615 114 
2	616 97 933 
1	617 84 
1	618 73 
1	619 60 
1	620 50 
1	621 41 
1	622 31 
1	623 19 
1	624 10 
1	625 8 
2	626 4 863 
1	627 1 
1	628 0 
4	629 0 665 751 803 
1	630 594 
1	631 559 
1	632 525 
1	633 493 
1	634 460 
1	635 430 
2	636 400 932 
1	637 371 
1	638 345 
1	639 316 
2	640 292 705 
1	641 267 
1	642 246 
1	643 224 
1	644 202 
1	645 182 
1	646 162 
1	647 148 
2	648 128 862 
1	649 112 
1	650 97 
1	651 84 
1	652 73 
1	653 61 
1	654 52 
2	655 44 802 
1	656 34 
3	657 23 750 931 
1	658 15 
1	659 8 
1	660 6 
1	661 3 
1	662 1 
1	663 0 
1	664 0 
1	665 629 
1	666 595 
1	667 563 
1	668 532 
1	669 502 
1	670 471 
1	671 443 
3	672 417 704 861 
1	673 389 
1	674 363 
1	675 339 
1	676 313 
1	677 291 
2	678 267 930 
1	679 248 
1	680 229 
2	681 206 801 
1	682 189 
1	683 170 
1	684 156 
1	685 141 
2	686 122 749 
1	687 107 
1	688 94 
1	689 83 
1	690 73 
1	691 61 
1	692 53 
1	693 46 
1	694 38 
2	695 27 860 
1	696 18 
1	697 11 
1	698 8 
2	699 6 929 
1	700 2 
1	701 0 
1	702 0 
1	703 0 
1	704 672 
1	705 640 
1	706 609 
1	707 580 
2	708 550 800 
1	709 522 
1	710 495 
1	711 467 
1	712 441 
1	713 417 
1	714 391 
1	715 366 
2	716 345 748 
1	717 321 
1	718 302 
2	719 280 859 
2	720 261 928 
1	721 243 
1	722 224 
1	723 205 
1	724 188 
1	725 170 
1	726 156 
1	727 146 
1	728 126 
1	729 114 
1	730 99 
1	731 89 
1	732 79 
1	733 70 
1	734 60 
2	735 52 799 
1	736 46 
1	737 39 
1	738 30 
1	739 21 
1	740 14 
1	741 8 
1	742 6 
2	743 4 927 
2	744 2 858 
1	745 0 
1	746 0 
1	747 0 
1	748 716 
1	749 686 
1	750 657 
1	751 629 
1	752 600 
1	753 574 
1	754 547 
1	755 522 
1	756 496 
1	757 471 
1	758 447 
1	759 425 
1	760 402 
1	761 380 
1	762 360 
2	763 339 798 
1	764 316 
2	765 299 926 
1	766 280 
1	767 263 
1	768 246 
2	769 229 857 
1	770 211 
1	771 195 
1	772 180 
1	773 165 
1	774 156 
1	775 142 
1	776 125 
1	777 114 
1	778 99 
1	779 92 
1	780 82 
1	781 73 
1	782 63 
1	783 56 
1	784 50 
1	785 44 
1	786 38 
1	787 28 
2	788 21 925 
1	789 15 
1	790 10 
2	791 8 797 
1	792 6 
1	793 2 
2	794 1 856 
1	795 0 
1	796 0 
1	797 791 
1	798 763 
1	799 735 
1	800 708 
1	801 681 
1	802 655 
1	803 629 
1	804 603 
1	805 580 
1	806 555 
1	807 532 
1	808 508 
1	809 487 
2	810 464 924 
1	811 443 
1	812 423 
1	813 402 
1	814 381 
1	815 363 
1	816 345 
1	817 324 
1	818 308 
1	819 291 
2	820 272 855 
1	821 259 
1	822 244 
1	823 229 
1	824 212 
1	825 196 
1	826 183 
1	827 170 
1	828 156 
1	829 148 
1	830 136 
1	831 122 
1	832 112 
2	833 99 923 
1	834 92 
1	835 82 
1	836 75 
1	837 67 
1	838 59 
1	839 52 
1	840 47 
1	841 41 
1	842 35 
1	843 27 
1	844 21 
1	845 15 
2	846 10 854 
1	847 8 
1	848 6 
1	849 3 
1	850 2 
1	851 0 
1	852 0 
1	853 0 
1	854 846 
1	855 820 
2	856 794 922 
1	857 769 
1	858 744 
1	859 719 
1	860 695 
1	861 672 
1	862 648 
1	863 626 
1	864 602 
1	865 580 
1	866 559 
1	867 537 
1	868 517 
1	869 496 
1	870 475 
1	871 458 
1	872 439 
1	873 420 
1	874 402 
1	875 383 
1	876 365 
1	877 349 
1	878 332 
1	879 316 
2	880 302 921 
1	881 284 
1	882 268 
1	883 258 
1	884 244 
1	885 230 
1	886 214 
1	887 202 
1	888 190 
1	889 176 
1	890 165 
1	891 156 
1	892 146 
1	893 136 
1	894 122 
1	895 113 
1	896 102 
1	897 94 
1	898 87 
1	899 79 
1	900 73 
1	901 64 
1	902 58 
1	903 52 
2	904 47 920 
1	905 43 
1	906 38 
1	907 31 
1	908 23 
1	909 18 
1	910 13 
1	911 10 
1	912 8 
1	913 6 
1	914 4 
1	915 2 
1	916 1 
1	917 0 
1	918 0 
1	919 0 
1	920 904 
1	921 880 
1	922 856 
1	923 833 
1	924 810 
1	925 788 
1	926 765 
1	927 743 
1	928 720 
2	929 699 999 
1	930 678 
1	931 657 
1	932 636 
1	933 616 
1	934 596 
1	935 578 
1	936 558 
1	937 538 
1	938 521 
1	939 502 
1	940 485 
1	941 467 
1	942 449 
1	943 433 
1	944 418 
1	945 401 
1	946 384 
1	947 367 
1	948 355 
1	949 340 
1	950 324 
2	951 310 998 
1	952 296 
1	953 283 
1	954 267 
1	955 258 
1	956 246 
1	957 234 
1	958 221 
1	959 207 
1	960 196 
1	961 187 
1	962 174 
1	963 165 
1	964 156 
1	965 148 
1	966 140 
1	967 126 
1	968 115 
1	969 108 
1	970 99 
1	971 93 
1	972 86 
2	973 79 997 
1	974 73 
1	975 67 
1	976 61 
1	977 55 
1	978 51 
1	979 47 
1	980 41 
1	981 38 
1	982 31 
1	983 25 
1	984 19 
1	985 15 
1	986 10 
1	987 8 
1	988 8 
1	989 6 
1	990 4 
1	991 2 
1	992 1 
1	993 0 
1	994 0 
1	995 0 
1	996 0 
1	997 973 
1	998 951 
1	999 929 
